"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jun 19 18:35:19 GMT 2025","Thu Jun 19 18:35:20 GMT 2025","1221","tests","test_login_page","TestLoginPage","","","test_simple",""
"passed","Thu Jun 19 18:35:11 GMT 2025","Thu Jun 19 18:35:13 GMT 2025","2590","tests","test_login_page","TestLoginPage","","","test_login_in_account[test-test]",""
"passed","Thu Jun 19 18:35:14 GMT 2025","Thu Jun 19 18:35:16 GMT 2025","2327","tests","test_login_page","TestLoginPage","","","test_login_in_account[test1-test1]",""
"passed","Thu Jun 19 18:35:16 GMT 2025","Thu Jun 19 18:35:19 GMT 2025","2369","tests","test_login_page","TestLoginPage","","","test_login_in_account[test2-tes2t]",""
